Price,Close,High,Low,Open,Volume
Ticker,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS,ADANIPORTS.NS
Date,,,,,
2007-11-27,173.6806182861328,187.44466847337728,139.45158910579758,139.45158910579758,27262365
2007-11-28,160.27877807617188,179.11380108812887,158.40432471721985,175.6727850100415,21958915
2007-11-29,160.64097595214844,165.5308450090766,152.5455514007061,163.90088865676722,25616715
2007-11-30,168.24746704101562,173.31842645760756,161.18433068571173,161.18433068571173,23047035
2007-12-03,177.48387145996094,180.0736876880377,166.97971843847557,170.19435254725443,14578850
2007-12-04,189.9801788330078,191.06681196699242,176.7594365538734,178.7063341604987,22742860
2007-12-05,196.31890869140625,199.03549871808448,190.16130186747728,190.16130186747728,13806600
2007-12-06,197.4236602783203,200.59301537158322,190.34240883764437,190.34240883764437,8619680
2007-12-07,199.2165985107422,205.31987563934157,195.2322720674438,199.2165985107422,11182820
2007-12-10,194.42633056640625,201.0276374461801,192.2530505198575,199.5154041739165,5028390
2007-12-11,189.43687438964844,197.22443796396803,188.53134438413647,195.7846485713539,3990645
2007-12-12,187.78875732421875,192.51562355715512,184.00363591831513,186.5391218919544,3637865
2007-12-13,204.85804748535156,208.27189944509752,187.8250304414995,188.35023949817514,15317195
2007-12-14,200.4842987060547,206.44268664169456,199.41578013964093,200.1492570907027,5345960
2007-12-17,189.1199188232422,211.5317830994408,184.99975515244276,206.46081030195086,7024775
2007-12-18,189.1199188232422,189.1199188232422,189.1199188232422,189.1199188232422,0
2007-12-19,193.221923828125,202.1142179299145,189.49113222243903,197.58656961689093,4228330
2007-12-20,192.008544921875,196.22831737435197,190.34237330007528,196.22831737435197,3116440
2007-12-24,209.50338745117188,215.87831153998317,196.54525745880338,198.3110379096092,10304460
2007-12-26,217.30905151367188,219.86265234623187,207.9096609808074,212.79951668843452,7335155
2007-12-27,219.43704223632812,224.5713946412201,218.0515827215456,220.04374555571164,4887475
2007-12-28,226.219482421875,230.7290173787168,212.79952289868854,215.40745338808597,5820690
2007-12-31,229.78726196289062,234.532243603061,228.37463753265013,228.80023769013152,3686245
2008-01-01,234.8672637939453,238.87875424378652,228.86361051372265,231.63452953802363,2456740
2008-01-02,236.78701782226562,239.78431974650334,230.00460733869062,237.29411238358443,3519075
2008-01-03,231.05502319335938,238.10004503297023,228.40181327972667,236.34331473566283,2525290
2008-01-04,224.63482666015625,234.4960336797145,223.30369649668071,231.59834053440036,2753975
2008-01-07,222.26231384277344,231.61643947942787,220.0437683247677,224.5714178787753,3154815
2008-01-08,218.1964569091797,227.2879696141387,214.61055298227438,224.57138033588205,2652495
2008-01-09,213.75033569335938,219.13823583578116,208.45298025057852,217.32717603548545,3137535
2008-01-10,203.1194305419922,217.2909832244166,201.02765846869266,214.61060836522594,2194030
2008-01-11,196.6539306640625,204.64976149930024,192.51566612316037,204.28755505896083,3084690
2008-01-14,187.4718780517578,196.02913393697352,186.73840094978095,196.02913393697352,4179580
2008-01-15,190.07980346679688,195.35904496517608,187.63487525790148,189.36442703720297,4152465
2008-01-16,186.61160278320312,192.69676479484048,181.10597935280316,189.43685163957414,4080940
2008-01-17,184.89109802246094,190.79515714817873,183.09815259550237,190.16128894847523,1680015
2008-01-18,180.12799072265625,194.14558851304386,176.56020100947663,182.9170242354094,3384270
2008-01-21,149.4215087890625,182.01154030919832,144.10605180952632,180.20048020661923,788625
