Price,Close,High,Low,Open,Volume
Ticker,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS
Date,,,,,
1996-01-01,16.38056182861328,16.625047239067282,16.377615584967476,16.49544061021985,23500
1996-01-02,16.109561920166016,16.49543774332297,16.08599759340864,16.380558981682263,23000
1996-01-03,16.227384567260742,16.31869898887698,16.20087400122134,16.109559579605097,21000
1996-01-04,16.19793128967285,16.230332098614635,15.906315019896569,16.227386979133573,133000
1996-01-05,16.13018798828125,16.200883245948017,16.08305819105774,16.200883245948017,114500
1996-01-08,15.832672119140625,16.20087379632994,15.729576098992554,15.997626875039883,211000
1996-01-09,15.532219886779785,15.67066408117369,15.317190235619233,15.832672599317956,32500
1996-01-10,15.54400634765625,15.729580357829915,15.376106427291434,15.376106427291434,12500
1996-01-11,15.685396194458008,15.729580858555357,15.437964547570754,15.667722104086529,28000
1996-01-12,15.84445858001709,15.894533480569011,15.729579809421406,15.685395148271091,9500
1996-01-15,15.611760139465332,15.744313044627352,15.4350236816913,15.844464003676103,10500
1996-01-16,15.555791854858398,15.670670649994374,15.440911936059573,15.611758130429994,17500
1996-01-17,15.526335716247559,15.611758817190529,15.49688001700104,15.555792539156979,17000
1996-01-18,15.440908432006836,15.552842081411429,15.376105686488469,15.526331509806726,65000
1996-01-19,15.346649169921875,15.493929876441902,15.317193478082915,15.440908732201683,183000
1996-01-22,15.214097023010254,15.464473767882364,15.214097023010256,15.25828055957808,10500
1996-01-23,14.460022926330566,15.435021818064133,14.138950871999075,15.214100710689147,35500
1996-01-24,14.542498588562012,14.728072618176613,14.315686135402562,14.5513361962236,57500
1996-01-25,14.669157028198242,14.669157028198242,14.345139947980046,14.433508140433869,36000
1996-01-26,14.669157028198242,14.669157028198242,14.669157028198242,14.669157028198242,0
1996-01-29,15.116893768310547,15.134567860114654,14.627921798358035,14.728072737922417,25000
1996-01-30,15.199369430541992,15.611755884503383,15.028524384412401,15.116892589214789,41000
1996-01-31,15.258280754089355,15.493929656442887,15.199368247585321,15.199368247585321,12000
1996-02-01,15.611760139465332,15.729585193756682,15.437968802400235,15.258286100254272,80500
1996-02-02,16.389392852783203,16.465979430784436,15.78848744675555,15.61175109141205,134000
1996-02-05,16.33343505859375,17.3791281370209,16.141969638127502,16.760549449405662,58000
1996-02-06,15.882752418518066,16.966738615328453,15.588190976420957,16.3334321890173,101000
1996-02-07,16.32459259033203,16.495438745266043,15.788490921003891,15.788490921003891,31500
1996-02-08,17.01976203918457,17.084565924677886,16.289249700003406,16.324596763152996,109000
1996-02-09,17.726709365844727,17.968249681506375,17.099293119717352,17.01976138792688,79000
1996-02-12,18.386524200439453,18.85193180626471,17.14347571105451,17.7267072164713,263000
1996-02-13,18.828367233276367,19.12882116900154,17.9682483437219,18.386525060889763,205500
1996-02-14,19.140605926513672,19.499969043745924,18.940304030562938,18.82836923006575,167500
1996-02-15,18.984487533569336,19.146497255430248,18.822480059034294,19.140607014328882,27500
1996-02-16,18.26280975341797,18.70465192487163,18.086073334301602,18.984484401195417,32000
1996-02-19,17.762052536010742,18.262807150349623,17.7325968449107,18.262807150349623,25500
1996-02-20,17.102237701416016,17.968247935079976,17.087508730407897,17.76205470125635,79000
1996-02-21,17.102237701416016,17.102237701416016,17.102237701416016,17.102237701416016,0
1996-02-22,18.080177307128906,18.14498004480368,17.688410143462853,17.102233643110022,59000
1996-02-23,18.127309799194336,18.203895272895778,17.90933385707655,18.080180017609766,46000
1996-02-26,18.02420997619629,18.557366464864046,17.977080201549484,18.127307130754122,131000
1996-02-27,17.84453582763672,18.14498756238621,17.732602145405522,18.02421739491618,34000
1996-02-28,17.673688888549805,18.262811851501464,17.673688888549805,17.844535087163965,40000
1996-02-29,17.320213317871094,17.43803834925868,17.084564378758703,17.67368728837107,42000
1996-03-01,17.399744033813477,17.496949847605695,17.261299798532217,17.320212310800585,11500
1996-03-04,17.399744033813477,17.467493029640153,17.261299798532217,17.399744033813477,38500
1996-03-05,17.399744033813477,17.399744033813477,17.399744033813477,17.399744033813477,0
1996-03-06,17.52345848083496,17.52345848083496,17.438035403691448,17.399742106409423,17000
1996-03-07,17.591211318969727,17.747328538240232,17.496951738618158,17.523462315820964,23000
1996-03-08,17.499889373779297,17.499889373779297,17.334934616887743,17.59120379479,40500
1996-03-11,17.37912368774414,17.37912368774414,17.09929011549709,17.499893824356537,29500
1996-03-12,17.143474578857422,17.67368490115969,16.80767474552141,17.37912348614036,36500
1996-03-13,17.526409149169922,17.555864849535283,17.217119800681864,17.143479426105518,12500
1996-03-14,17.231842041015625,17.40857843299691,17.231842041015625,17.52640344342615,2500
1996-03-15,16.966739654541016,17.20238972158245,16.966739654541016,17.23184541813123,6000
1996-03-18,16.200878143310547,16.790000984885477,16.200878143310547,16.9667373878929,24000
1996-03-19,16.13018798828125,16.200883245948017,15.965234259830465,16.200883245948017,48000
1996-03-20,16.13018798828125,16.13018798828125,16.13018798828125,16.13018798828125,0
1996-03-21,16.49544334411621,16.72520094540856,16.49544334411621,16.130186604227674,8500
1996-03-22,16.318702697753906,16.49543909574325,16.177312230967292,16.49543909574325,43000
1996-03-25,16.321653366088867,16.642725459727476,16.144916908017137,16.31870824537497,37000
1996-03-26,16.20382308959961,16.672175788583157,16.20382308959961,16.32164810611801,124000
1996-03-27,16.551406860351562,16.843023179504595,16.436528078875817,16.20382427228188,13500
1996-03-28,16.686904907226562,16.83418561735685,16.67217593728342,16.55140579992309,24000
1996-03-29,16.32754135131836,16.848915255465535,16.321649987447103,16.686906681825658,13500
1996-04-01,16.583810806274414,16.748765636678723,16.524898286582673,16.327542637827616,8500
1996-04-02,16.436527252197266,16.787056066279476,16.436527252197266,16.583807964356133,42000
1996-04-03,16.996198654174805,17.087511999382812,16.790005380904788,16.436531358679467,21000
1996-04-04,18.625120162963867,18.781237370335262,15.935773836651677,16.99619572027669,248000
1996-04-05,18.625120162963867,18.625120162963867,18.625120162963867,18.625120162963867,0
1996-04-08,18.757673263549805,19.735617189620047,18.70759723264464,18.625120386051147,246000
1996-04-09,18.198009490966797,19.258430463676103,17.997707576885244,18.75767680213519,237500
1996-04-10,18.407146453857422,18.85193377187598,18.262810841504855,18.198006959591932,377500
1996-04-11,18.139095306396484,18.23924512441279,18.02716163659918,18.407146190940146,102000
1996-04-12,17.67074203491211,17.903444728469584,17.496950732941173,18.139094789466817,140500
1996-04-15,17.641284942626953,17.909335815386168,17.591210035820268,17.670741761627433,89000
1996-04-16,17.343778610229492,17.791512152156628,17.234790063940714,17.641285182369508,156000
1996-04-17,18.047779083251953,18.38063381621774,17.968247361729368,17.968247361729368,298500
1996-04-18,18.580934524536133,18.937353565606397,18.20389515072729,18.04777796096286,546000
1996-04-19,18.40420150756836,18.675198658950773,18.203899607226585,18.580939073338516,173500
1996-04-22,17.929954528808594,18.704651430229486,17.820967110691086,18.404198626746904,158500
1996-04-23,17.76500129699707,17.903444413182722,17.614774329573756,17.92995498839491,300500
