Price,Close,High,Low,Open,Volume
Ticker,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS
Date,,,,,
1996-01-01,7.228330135345459,7.229421289695169,7.180315441403327,7.184680058802166,208125
1996-01-02,7.136666774749756,7.376737897843523,6.874770223591046,7.228329982272082,1623750
1996-01-03,7.086470127105713,7.267615823517996,7.060280858052786,7.136667917231182,721875
1996-01-04,7.012266635894775,7.082105204034973,6.874771028011884,7.08646982185209,620625
1996-01-05,6.994808197021484,7.071195270310441,6.962071214402459,7.012268233289457,350625
1996-01-08,6.874772071838379,6.972983792745966,6.852947418416953,6.994807665656218,645000
1996-01-09,6.893322467803955,6.95115834561877,6.78965575450455,6.874772058788777,903750
1996-01-10,6.95006799697876,7.049370103322392,6.896597511945841,6.893323267201317,455625
1996-01-11,7.020997524261475,7.04936988828471,6.945702385614462,6.9500677849702415,110625
1996-01-12,7.143214702606201,7.20214172757354,7.0875619215888745,7.20214172757354,543750
1996-01-15,7.11047887802124,7.131212377513861,6.972984025189589,7.143215859244662,436875
1996-01-16,7.323269844055176,7.6386361830776925,7.114843688842355,7.110479070099142,746250
1996-01-17,7.127940654754639,7.223968532058691,7.120301789783129,7.323271435154145,270000
1996-01-18,7.115934371948242,7.158492523919079,7.027544604166096,7.127938633718983,163125
1996-01-19,7.137758255004883,7.179226028398609,7.087562026156282,7.115933604067817,183750
1996-01-22,7.223965644836426,7.24579107610505,7.109385838103769,7.137758196293011,318750
1996-01-23,6.959887981414795,7.223966116729329,6.874771681798076,7.223966116729329,376875
1996-01-24,6.572502136230469,6.960981382680456,6.460104985107744,6.95989022777023,556875
1996-01-25,6.483018398284912,6.656524843191121,6.461193747140314,6.572499702131091,245625
1996-01-26,6.483018398284912,6.483018398284912,6.483018398284912,6.483018398284912,0
1996-01-29,6.608511447906494,6.645613830488703,6.416454948199092,6.483019679033612,298125
1996-01-30,6.499387264251709,6.754736165785694,6.41645405339055,6.608510526314659,451875
1996-01-31,6.607419490814209,6.656525349883017,6.548493240442789,6.499387381373981,183750
1996-02-01,6.802752494812012,6.82021175260702,6.461195666331921,6.607420950485645,198750
1996-02-02,6.898778438568115,7.071194122317139,6.561587494283269,6.802750596217877,221250
1996-02-05,6.929332733154297,7.093017610848764,6.787472505819092,6.898778066549117,851250
1996-02-06,7.001354694366455,7.202142757557698,6.983895439684178,6.929333805343595,211875
1996-02-07,7.22614860534668,7.2457909467801045,6.903142687184588,7.001353613840649,549375
1996-02-08,7.282892227172852,7.311264583636214,7.136667388196525,7.202141336486408,225000
