Price,Close,High,Low,Open,Volume
Ticker,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS
Date,,,,,
2002-07-01,30.091894149780273,30.306884957826224,29.850445030989864,29.850445030989864,3709080
2002-07-02,30.164657592773438,30.462336274092465,30.098506143841586,30.18119403556925,2500024
2002-07-03,29.82729148864746,30.330033416804337,29.78429105957222,30.280421249476227,1910772
2002-07-04,29.711524963378906,30.04889394593816,29.645376353388805,29.949669611515866,1515924
2002-07-05,29.784297943115234,29.933137318372605,29.61892212121814,29.61892212121814,1038928
2002-07-08,30.356496810913086,30.412723559529788,29.767756819906587,30.247347763613533,1772149
2002-07-09,30.224199295043945,30.677329127686107,30.14150855122628,30.429265412857365,2892991
2002-07-10,30.141511917114258,30.296965877096344,29.767762658590875,29.85045057276751,1063845
2002-07-11,29.883520126342773,30.263883885121576,29.843829822190884,30.081971647102208,1413315
2002-07-12,30.032358169555664,30.18119467449168,29.827292080174928,30.09850678101355,1485990
2002-07-15,29.933128356933594,30.048891965379017,29.56930108990832,30.048891965379017,2159154
2002-07-16,29.810752868652344,30.01581895851803,29.43700086392795,29.43700086392795,1652139
2002-07-17,29.59576416015625,29.767757375775467,29.380776189225436,29.602381576771062,1308973
2002-07-18,29.784297943115234,29.86698585406378,29.54615607825343,29.68507358552696,1634161
2002-07-19,29.943058013916016,30.048899784890835,29.60238451547729,29.60238451547729,4430164
2002-07-22,27.898996353149414,28.725877993061854,27.793154617511963,28.725877993061854,2559451
2002-07-23,27.85931396484375,28.19006841801573,27.551713373777446,27.9155435561541,1543779
2002-07-24,27.660865783691406,27.90892952450394,27.617868182172234,27.650943915388915,1839717
2002-07-25,27.115108489990234,28.1966710334099,26.890195897919284,28.1966710334099,9698058
2002-07-26,26.989431381225586,27.320182957377217,26.873667761797638,27.022507106615624,2582338
2002-07-29,26.69175148010254,27.2804914164752,26.476763533136744,27.105193770401108,1608246
2002-07-30,26.321313858032227,27.12173458180476,26.129476899674614,27.12173458180476,1532263
2002-07-31,26.25516700744629,26.460233157930357,25.841727416863506,25.980642097304248,1588950
2002-08-01,26.013710021972656,26.410613045316094,25.964097853773314,25.964097853773314,939127
2002-08-02,26.16254997253418,26.245237867743263,25.63334403654673,25.881410561048405,1121058
2002-08-05,27.12172508239746,27.270564392304564,26.294843497092533,26.294843497092533,1788777
2002-08-06,26.98281478881836,27.105192976410112,26.47676275755432,26.93981720068473,968539
2002-08-07,27.05557632446289,27.270564229476605,26.989424889593884,27.270564229476605,884349
2002-08-08,27.115108489990234,27.882455997585943,27.039035196756632,27.121723065249938,2182081
2002-08-09,27.43594741821289,28.064377703273237,27.105195831917744,27.121732275682714,3620929
2002-08-12,27.58478355407715,28.014762269494696,27.34664175835735,27.56824711223861,2180412
2002-08-13,27.611244201660156,27.832849551542644,27.412792708807963,27.601319497861986,844686
2002-08-14,27.73361587524414,27.865915893130293,27.49547413972501,27.617852295016224,893839
2002-08-15,27.73361587524414,27.73361587524414,27.73361587524414,27.73361587524414,0
2002-08-16,28.213214874267578,28.444742102347373,27.783236141958568,27.859309455152623,2908156
2002-08-19,28.362056732177734,28.74242333194426,28.213217381062616,28.653118017950487,4380849
2002-08-20,28.5373477935791,28.593577367778824,28.3289744535347,28.444738051086887,1884010
2002-08-21,28.851566314697266,28.957408060817183,28.13052633901114,28.27936567348855,3296326
2002-08-22,29.12278175354004,29.188933194990835,28.891257386210217,29.073169591888934,4005877
2002-08-23,29.718143463134766,29.85044352681402,29.050022889636917,29.43038663729266,6834802
2002-08-26,30.554946899414062,30.836086307048774,29.860365182522862,29.860365182522862,11248938
2002-08-27,30.710399627685547,30.8856972749827,29.9496693284326,30.743475351805117,8647789
2002-08-28,30.611167907714844,30.693858625166317,30.141498940514673,30.141498940514673,4746235
2002-08-29,30.93531036376953,31.09076427028719,30.670707426082732,30.92538565993663,5962054
2002-08-30,30.373027801513672,30.594633145132164,30.124964152178823,30.34656949579732,4825647
2002-09-02,30.247346878051758,30.92538932478184,27.634398591351932,30.578098460200746,2064600
2002-09-03,29.761144638061523,30.131586564289485,29.68507131159622,29.767759216210724,3253635
2002-09-04,29.767749786376953,29.89343524802134,29.271619676979387,29.60237402953571,2993845
2002-09-05,30.098499298095703,30.280414321845523,29.728057513855838,29.784284245447427,2468727
2002-09-06,29.777677536010742,30.296958764232574,29.7280653669273,30.18119514378828,1862496
2002-09-09,29.761144638061523,29.926520447290528,29.529617369591016,29.68507131159622,921829
2002-09-10,29.761144638061523,29.76114463806152,29.76114463806152,29.76114463806152,0
2002-09-11,29.784297943115234,29.933137318372605,29.7346857643211,29.909986293076987,799830
2002-09-12,30.04890251159668,30.2572759443813,29.734687298232913,29.76776303209359,1589184
2002-09-13,29.959598541259766,31.041158803626704,29.90006165546894,30.4458041400933,2314170
2002-09-16,29.943058013916016,30.16466342346099,29.900060415461372,30.098511961742375,954940
2002-09-17,30.13158416748047,30.230811348449716,29.94305451085106,30.058818135877925,767758
2002-09-18,30.108423233032227,30.396180003023208,29.767749854489487,29.767749854489487,1567084
2002-09-19,30.04890251159668,30.20766376302784,29.76776303209359,29.76776303209359,1522656
2002-09-20,30.091894149780273,30.19773590938172,29.767757132164355,29.767757132164355,1161648
2002-09-23,30.04227638244629,30.141500707005097,29.999278796620935,30.115042401188887,893119
2002-09-24,29.569299697875977,30.08196627146403,29.31461863573601,29.916590506862846,1465078
2002-09-25,28.9177188873291,29.437000095142793,28.82510913016306,29.430385518041547,2070009
2002-09-26,28.477821350097656,29.2716274652416,28.40505531639703,28.940875863556492,2245162
2002-09-27,28.097450256347656,28.653114448336407,28.031298811009993,28.61011686052917,5235849
2002-09-30,27.72701644897461,28.246297780509646,27.627789252191658,27.86593111782078,2770704
2002-10-01,27.61785888671875,27.81631038035017,27.330104930671713,27.330104930671713,956223
2002-10-02,27.61785888671875,27.61785888671875,27.61785888671875,27.61785888671875,0
2002-10-03,27.75016212463379,28.0643772622259,27.6509377858544,27.865925745792694,1258051
2002-10-04,27.826231002807617,27.998224182191016,27.700545535598877,27.932072740976327,951331
2002-10-07,28.206600189208984,28.31244193735049,27.832851040540113,28.107373018037407,1377747
2002-10-08,28.295902252197266,28.421590568328888,28.20659978662938,28.421590568328888,2341683
2002-10-09,28.454669952392578,28.64319963078023,28.289294137232293,28.438133506426485,1962693
2002-10-10,28.46128273010254,28.775495024361568,28.17352590620183,28.692807130260604,848902
2002-10-11,28.46128273010254,28.851568341154355,28.362055553856752,28.851568341154355,1389636
2002-10-14,29.943058013916016,30.048899784890835,29.480006298510244,29.645382113931937,8814321
2002-10-15,29.943058013916016,29.94305801391602,29.94305801391602,29.94305801391602,0
2002-10-16,30.174575805664062,30.240727246587944,29.94304860130444,30.240727246587944,2409858
2002-10-17,31.272686004638672,31.365298622406627,30.058822816675317,30.16466459174943,4899537
2002-10-18,31.183374404907227,31.586891973607607,30.511946606901997,31.42151620009507,3001617
2002-10-21,31.140380859375,31.256144483634735,30.693865645158585,31.256144483634735,1880032
2002-10-22,30.743478775024414,31.834963598133214,30.687249186097826,31.834963598133214,1635525
2002-10-23,30.687236785888672,30.760002789875657,30.538400329231777,30.720312500325797,1090525
2002-10-24,30.637632369995117,30.8426984446385,30.588020205248558,30.677322669567197,1062405
2002-10-25,30.693870544433594,30.908858544446353,30.263888866658174,30.263888866658174,1884136
2002-10-28,30.660783767700195,30.760008089232564,30.59463232742933,30.760008089232564,1037448
2002-10-29,31.034534454345703,31.09076403309815,30.429258113364778,30.594633883579604,1670868
2002-10-30,30.984928131103516,31.051079587207315,30.59463965006537,30.991542708938972,1123609
2002-10-31,31.183374404907227,31.256140426582537,30.902235022161094,30.902235022161094,3234775
2002-11-01,31.239601135253906,31.46451377692377,31.00807391686566,31.00807391686566,2127649
2002-11-04,31.381832122802734,31.504210333020243,31.28922235260427,31.421522429869892,461115
2002-11-05,31.944108963012695,32.14917790218001,31.29914222401329,31.42152042642794,2325154
2002-11-06,31.944108963012695,31.944108963012695,31.944108963012695,31.944108963012695,0
2002-11-07,31.537281036376953,32.14256025185177,31.43143928810624,32.14256025185177,1580611
2002-11-08,32.324466705322266,32.62214532719971,31.752263315732364,32.000329780254816,4796464
2002-11-11,32.241783142089844,32.56261282216599,32.09955838792763,32.41377349132164,1813365
2002-11-12,32.09294128417969,32.19878301938188,31.91764366041013,32.12601700385999,1793362
2002-11-13,31.8018856048584,32.31455225208946,31.669582703073356,32.19878863246475,3112983
2002-11-14,31.79527473449707,32.11610448264429,31.71258683067818,31.752274299191523,1496961
2002-11-15,31.861427307128906,32.076418154830726,31.553829515865264,31.927578773941015,1876644
2002-11-18,31.82833480834961,32.4898406114015,31.272670728670622,32.00032796368977,4090977
2002-11-19,31.82833480834961,31.82833480834961,31.82833480834961,31.82833480834961,0
2002-11-20,31.861427307128906,31.993730240753123,30.925396258900378,31.76881752469201,3215218
2002-11-21,32.24839401245117,33.63755715550917,32.19878185416304,32.992587742268306,5462640
2002-11-22,33.61441421508789,34.03447115012823,31.884577139404662,32.31455594154937,13755784
2002-11-25,32.92644500732422,34.21637838575434,32.80406681435582,34.127075917159026,11834545
2002-11-26,32.94298553466797,33.37296432708243,32.58908006608162,32.90990980619383,4445869
2002-11-27,33.14142608642578,34.19983485255941,32.59568384460112,32.90989890268964,17878828
2002-11-28,33.8128662109375,34.03447161252757,33.3564290903132,33.422577710782456,7935615
2002-11-29,33.918704986572266,34.56367172223026,33.422574762999155,34.41483521014538,6705027
2002-12-02,33.786399841308594,35.35747533451598,33.597870214348895,35.35747533451598,4943533
2002-12-03,32.94298553466797,34.01793109626679,32.837143771325664,34.01793109626679,2909682
2002-12-04,32.380699157714844,33.07527793909099,31.91764474421476,31.91764474421476,2827377
2002-12-05,32.64530563354492,33.349809256212104,32.456778814165304,32.496466280245606,3419167
2002-12-06,33.217506408691406,33.32334815934648,32.645302904090464,33.07528164496347,2154298
2002-12-09,32.92644500732422,33.902163262521505,32.62215174974102,33.38288205482472,2670601
2002-12-10,32.94298553466797,33.07528560968986,32.47331643585947,32.744534002697804,1149660
2002-12-11,32.688297271728516,33.224117710432964,32.57915108214437,33.075278384251284,1602972
2002-12-12,32.711456298828125,32.87021751481691,32.52292664512284,32.87021751481691,617044
2002-12-13,32.85368347167969,33.21751081176026,32.744534417993115,32.744534417993115,2313391
2002-12-16,32.8040657043457,33.24065616689948,32.661840946016284,33.24065616689948,1658191
2002-12-17,32.3906364440918,32.909917842985685,32.307948522150916,32.909917842985685,976140
2002-12-18,33.058746337890625,33.61441057988978,32.446852510631494,32.59569185659987,9846864
2002-12-19,33.16789245605469,33.554870747023855,33.052128845940246,33.052128845940246,2943229
2002-12-20,32.97606658935547,33.521809100139066,32.837149075101415,33.234052203148565,2145852
2002-12-23,32.86029052734375,33.15135176500387,32.512999711774064,32.512999711774064,1300698
2002-12-24,33.101741790771484,33.24065642285841,32.744529086852545,32.744529086852545,1627767
2002-12-25,33.101741790771484,33.101741790771484,33.101741790771484,33.101741790771484,0
2002-12-26,33.283660888671875,33.83601787331762,32.93637000800921,33.07528465694954,8073936
2002-12-27,34.20976257324219,34.315604319638936,33.24065609126757,33.24065609126757,6796165
2002-12-30,34.844818115234375,35.02673037566155,34.33214854800825,34.56367582389268,7411014
2002-12-31,35.27478790283203,35.39054867225433,34.83819177631475,34.97710924182009,4987710
2003-01-01,35.01018142700195,35.45008195853616,34.89441783040097,35.34093293793401,2485881
2003-01-02,34.821659088134766,35.340940317839014,34.738971193134844,35.0598009070644,2634268
2003-01-03,33.8525505065918,35.059798811402636,33.73678689273667,34.84481086502839,3617793
2003-01-06,33.234046936035156,34.067546211711736,33.07528570997764,33.961704448048515,3239698
2003-01-07,33.769866943359375,33.88563057204693,33.21750995012508,33.571415414019945,2724322
2003-01-08,34.45783615112305,34.69597800024568,33.6541052811781,33.779790783958134,6860502
2003-01-09,34.216392517089844,34.47438100264943,33.40604971021291,34.398307656835414,1652395
2003-01-10,33.86247634887695,34.27591868659256,33.597876205168525,34.20976723122817,1340140
2003-01-13,33.902164459228516,34.4644461156702,33.71363764973347,33.902164459228516,2794941
2003-01-14,33.994781494140625,34.06754753204958,33.6541051671577,33.670644451523245,1326222
2003-01-15,33.951778411865234,34.32552756944818,33.82939737950584,34.30899112662897,2034202
2003-01-16,33.515193939208984,34.09400933488365,33.422581318355995,33.96832381966358,2021215
2003-01-17,33.554874420166016,33.869092401050914,33.48872580634108,33.62102587286541,1466334
2003-01-20,32.82722091674805,33.6541027482238,32.72137915659029,33.52180267718252,1949940
2003-01-21,32.82722091674805,33.20097294672336,32.711457290008966,32.90990881600816,2044692
